fname,sentence,I-LOC
pr11443_89,29,Wasa
pr11443_89,37,Wasa
pr11443_89,48,Israel
pr11444_89,20,Danmark
pr11444_89,36,Jerusalem
pr11444_89,56,engelsk
pr11446_89,48,Nineve
pr11447_89,23,Jerusalem
pr11447_89,46,Løsesummen
pr11447_89,76,Vestre
pr11447_89,76,Celle
pr11447_89,76,Tyskland
pr11447_89,77,Tyskland
pr11447_89,80,Tyskland
pr11448_89,20,Bethesda
pr11448_89,41,Jerusalem
pr11448_89,46,Etiopien
pr11448_89,61,etiopiske
pr11448_89,73,svensk
pr11448_89,76,Hviledagen
pr11449_89,44,Århus
pr11450_89,36,Vestafrika
pr11450_89,36,"Guinea, Bissau"
pr11451_89,17,Danmark
pr11452_89,20,Haiti
pr11452_89,23,Frankrig
pr11452_89,23,Bruxelles
pr11452_89,23,København
pr11452_89,37,Jerusalem
pr11452_89,38,"New, York"
pr11452_89,62,Israel
pr11452_89,65,Jerusalem
pr11452_89,81,venden
pr11453_89,34,"Guinea, Bissau"
pr11453_89,34,"Vest, Afrika"
pr11453_89,36,tysk
pr11453_89,43,Danmark
pr11454_89,40,tyske
pr11456_89,4,Mors
pr11456_89,58,Ham
pr11457_89,42,"Guinea, Bissau"
pr11457_89,42,Vestafrika
pr11457_89,43,"Guinea, Bissau"
pr11457_89,44,Gambia
pr11457_89,44,Nigeria
pr11457_89,51,Grækenland
pr11457_89,51,Guatemala
pr11457_89,51,Grenå
pr11458_89,40,Egypten
pr11458_89,44,Thailand
pr11459_89,9,Århus
pr11460_89,5,Harlev
pr11460_89,16,Borum
pr11460_89,63,Nazaret
pr11461_89,0,Durban
pr11461_89,0,"Syd, Afrika"
pr11461_89,1,København
pr11461_89,38,Betlehem
pr11462_89,28,Italien
pr11462_89,47,DK
pr11462_89,50,bangladesh
pr11462_89,50,Egypten
pr11463_89,18,Ham
pr11463_89,36,Ham
pr11464_89,0,Harlev
pr11464_89,0,Framlev
pr11464_89,2,Framlev
pr11467_89,13,fastetiden
pr11468_89,2,Jerusalem
pr11468_89,5,Jerusalem
pr11468_89,8,Jerusalem
pr11468_89,9,Jerusalem
pr11468_89,19,Jerusalem
pr11468_89,19,Jerusalem
pr11468_89,26,Jerusalem
pr11468_89,45,Jerusalem
pr11468_89,50,Jerusalem
pr11468_89,72,norsk
pr11468_89,72,Århus
pr11468_89,88,Jerusalem
pr11470_89,24,Sydafrika
pr11472_89,5,Betlehem
pr11473_89,40,Harlev
pr11475_89,4,Israel
pr11475_89,69,Israel
pr11476_89,5,Danmark
pr11477_89,16,norsk
pr11478_89,24,Jerusalem
pr11478_89,33,Jerusalem
pr11479_89,41,Jerusalem
pr11479_89,51,Jerusalem
pr11479_89,63,Jerusalem
pr11481_89,76,oldkirken
pr11482_89,11,Israel
pr11482_89,11,Genesaret
pr11484_89,10,Egypten
pr11484_89,29,tyske
pr11484_89,68,Indien
pr11484_89,78,USA
pr11484_89,91,Århus
pr11487_89,5,Damaskus
pr11487_89,13,Afrika
pr11487_89,21,Afrika
pr11487_89,30,Egypten
pr11487_89,75,Danmark
pr11488_89,5,Nazareth
pr11488_89,8,Jerusalem
pr11488_89,30,Nazareth
pr11488_89,40,Nazareth
pr11488_89,46,Nazareth
pr11488_89,48,jødisk
pr11488_89,49,Israel
pr11488_89,52,Israel
pr11488_89,54,Nazareth
pr11488_89,56,Nazareth
pr11488_89,74,Nazareth
pr11488_89,79,Nazareth
pr11489_89,107,jødisk
pr11490_89,34,Ham
pr11490_89,60,Jerusalem
pr11493_89,27,Ham
pr11493_89,42,Egypten
pr11493_89,42,Irak
pr11493_89,42,Nigeria
pr11494_89,8,Ukraine
pr11494_89,8,USA
pr11496_89,0,fynske
pr11496_89,40,Sverige
pr11496_89,77,domsordene
pr11497_89,14,Israel
pr11497_89,15,Jerusalem
pr11497_89,20,Jeriko
pr11497_89,22,Jerusalem
pr11497_89,42,Fastetid
pr11497_89,60,Jerusalem
pr11500_89,6,Israel
pr11500_89,8,Julefesten
pr11502_89,42,arabiske
pr11503_89,27,Israel
pr11503_89,45,Hosiannaråbet
pr11503_89,50,Jerusalem
pr11503_89,53,Testamente
pr11503_89,63,Jerusalem
pr11505_89,27,Jerusalem
pr11505_89,35,Tiberias
pr11505_89,59,Tiberias
pr11508_89,42,Beder
pr11509_89,2,engelske
pr11509_89,31,Afrika
pr11509_89,33,Nigeria
pr11511_89,63,Israel
pr11511_89,107,riges
pr11512_89,2,Framlev
pr11512_89,47,Sognehuset
pr11512_89,69,England
pr11513_89,5,Danmark
pr11513_89,29,Wasa
pr11513_89,30,Holland
pr11513_89,31,Wasa
pr11513_89,33,Stockholm
pr11513_89,37,Wasa
pr11513_89,45,Wasa
pr11513_89,57,Danmark
pr11513_89,66,Wasa
pr11514_89,38,tysk
pr11514_89,42,Nigeria
pr11514_89,42,Egypten
pr11514_89,42,Syrien
pr11514_89,42,Indonesien
pr11514_89,46,Harlev
pr11515_89,4,hollandske
pr11516_89,51,amerikanske
pr11516_89,51,"Syd, Afrika"
pr11516_89,52,Sydafrika
pr11516_89,53,USA
pr11516_89,57,Sydafrika
pr11516_89,57,Sydafrika
pr11516_89,59,Sydafrika
pr11516_89,59,Town
pr11516_89,60,Sydafrika
pr11517_89,2,polsk
pr11517_89,4,polske
pr11517_89,11,polske
pr11517_89,30,anglikanske
pr11517_89,32,London
pr11517_89,34,London
pr11518_89,85,Ålborg
pr11519_89,21,Korazin
pr11521_89,11,engelsk
pr11521_89,18,engelsk
pr11521_89,43,Afrika
pr11521_89,43,Europa
pr11521_89,43,Afrika
pr11524_89,14,Nysgerrigheden
pr11524_89,53,Nysgerrigheden
pr11525_89,12,Israel
pr11525_89,58,Århus
pr11526_90,70,Paradis
pr11527_90,23,USA
pr11527_90,23,Canada
pr11528_90,0,Jerusalem
pr11530_90,6,Jerusalem
pr11530_90,105,Nazareth
pr11531_90,61,Palæstina
pr11531_90,62,Sct
pr11533_90,5,London
pr11533_90,6,London
pr11533_90,19,London
pr11534_90,14,Thailand
pr11534_90,68,Rom
pr11534_90,112,Israel
pr11534_90,113,Jerusalem
pr11535_88,26,arabisk
pr11535_88,29,lignelsen
pr11536_90,26,Jerusalem
pr11536_90,29,Jerusalem
pr11537_90,6,Lausanne
pr11537_90,6,Lausanne
pr11537_90,6,Sydafrika
pr11537_90,7,Danmark
pr11537_90,8,Rwanda
pr11537_90,9,Rwanda
pr11537_90,9,Afrika
pr11537_90,11,Afrika
pr11537_90,14,Rwanda
pr11537_90,15,Kigali
pr11537_90,94,Rom
pr11538_90,11,Jerusalem
pr11538_90,28,Jerusalem
pr11538_90,37,”
pr11538_90,79,Frelser
pr11539_90,21,Jerusalem
pr11539_90,67,Rom
pr11539_90,73,England
pr11540_90,62,Californien
pr11540_90,91,Manchester
pr11541_90,16,Irland
pr11541_90,17,Irland
pr11541_90,24,jødisk
pr11543_90,65,Fredericia
pr11543_90,67,Fredericia
pr11544_90,0,Rio
pr11544_90,3,Frankrig
pr11544_90,4,København
pr11544_90,10,Rige
pr11544_90,22,Rige
pr11544_90,24,Rige
pr11544_90,55,Frelser
pr11544_90,67,Berlin
pr11544_90,112,Berlin
pr11544_90,114,Rige
pr11546_90,7,egyptiske
pr11546_90,14,Jerusalem
pr11549_90,5,Påskemorgen
pr11549_90,13,Jerusalem
pr11549_90,16,Jerusalem
pr11549_90,31,Jerusalem
pr11549_90,45,Danmark
pr11549_90,53,Jerusalem
pr11549_90,63,Israel
pr11550_90,27,Afghanistan
pr11550_90,28,Afghanistan
pr11551_90,9,Israel
pr11551_90,37,Israel
pr11551_90,61,Frelser
pr11551_90,62,Betlehem
pr11552_90,0,Jerusalem
pr11552_90,4,Jerusalem
pr11552_90,10,Jerusalem
pr11552_90,18,Jerusalem
pr11552_90,31,Jerusalem
pr11552_90,35,Jerusalem
pr11552_90,43,Jerusalem
pr11552_90,44,Fredericia
pr11552_90,47,Jerusalem
pr11552_90,47,Fredericia
pr11552_90,54,Jerusalem
pr11552_90,82,Jerusalem
pr11553_90,74,Jerusalem
pr11553_90,75,Jerusalem
pr11553_90,77,Jerusalem
pr11553_90,82,Jerusalem
pr11554_90,38,Egypten
pr11554_90,40,Egypten
pr11554_90,53,Egypten
pr11554_90,75,Egypten
pr11555_90,7,svenske
pr11556_90,7,Egypten
pr11556_90,9,Egypten
pr11556_90,19,Egypten
pr11556_90,21,Påskemåltidet
pr11556_90,26,Egypten
pr11556_90,49,Egypten
pr11556_90,52,Egypten
pr11556_90,54,Israel
pr11556_90,54,Egypten
pr11556_90,55,Egypten
pr11556_90,57,Egypten
pr11556_90,58,Egypten
pr11556_90,60,Egypten
pr11556_90,64,Jerusalem
pr11556_90,73,Egypten
pr11557_91,60,Jerusalem
pr11559_91,2,Kana
pr11559_91,3,Kana
pr11559_91,36,Jerusalem
pr11560_91,0,Israel
pr11560_91,23,Lille
pr11560_91,27,Jerusalem
pr11560_91,43,Nineve
pr11562_91,6,Herning
pr11563_91,6,Egypten
pr11563_91,8,egyptiske
pr11563_91,19,Egyptens
pr11564_91,8,svenske
pr11564_91,16,skrivebordsskuffen
pr11565_91,2,Skt
pr11565_91,5,Skt
pr11565_91,9,Skt
pr11565_91,24,Israel
pr11566_91,4,Israel
pr11566_91,11,evangelisk
pr11567_91,0,Herning
pr11567_91,17,Jerusalem
pr11567_91,62,Rom
pr11568_91,3,"New, York"
pr11569_91,17,Patmos
pr11569_91,23,Timotheus
pr11570_91,4,Sibirien
pr11570_91,7,Breslau
pr11571_91,22,Rom
pr11571_91,22,Paris
pr11571_91,22,Honolulu
pr11572_91,34,Ham
pr11572_91,57,Nazaret
pr11572_91,58,Nazaret
pr11572_91,59,Nazaret
pr11572_91,59,Nazareth
pr11572_91,59,Betlehem
pr11572_91,60,Betlehem
pr11572_91,61,Israel
pr11573_91,27,Rom
pr11573_91,60,Haram
pr11575_91,26,Hav
pr11576_91,34,Tyskland
pr11576_91,45,Rom
pr11576_91,58,Paradis
pr11576_91,60,Paradis
pr11576_91,61,Wittenberg
pr11577_91,21,Israel
pr11577_91,23,Jerusalem
pr11577_91,24,Israel
pr11577_91,25,Jerusalem
pr11577_91,42,Jerusalem
pr11577_91,45,Paradis
pr11577_91,49,Paradis
pr11577_91,51,Jerusalem
pr11577_91,57,Paradis
pr11577_91,59,Paradis
pr11579_91,11,Babylon
pr11579_91,16,Jerusalem
pr11579_91,25,Betlehem
pr11579_91,47,Myrra
pr11579_91,53,Betlehem
pr11580_91,77,Antiokia
pr11580_91,77,Jerusalem
pr11581_91,13,Herning
pr11581_91,24,Fanø
pr11582_91,27,Montenegro
pr11582_91,27,dansk
pr11582_91,27,USA
pr11582_91,46,Ny
pr11583_91,40,Beder
pr11584_91,0,Ringkøbing
pr11584_91,2,Ringkøbing
pr11584_91,27,USA
pr11584_91,27,DK
pr11584_91,27,Skåne
pr11584_91,27,Utah
pr11585_92,1,August
pr11586_92,35,Nazareth
pr11586_92,59,Nazareth
pr11587_92,23,Als
pr11587_92,23,Sønderjylland
pr11587_92,26,Drejø
pr11587_92,26,Ærø
pr11587_92,26,Assens
pr11587_92,26,Norge
pr11587_92,34,Ægypten
pr11587_92,34,Israel
pr11588_92,2,Syndefaldsberetningen
pr11589_92,5,Marbella
pr11589_92,24,tysk
pr11589_92,45,Rige
pr11589_92,47,Paradis
pr11590_92,3,Drejø
pr11590_92,11,Mallorca
pr11590_92,11,"New, Zealand"
pr11590_92,11,Himalaya
pr11591_92,19,Danmark
pr11592_92,32,Skoven
pr11594_92,4,Palæstina
pr11594_92,9,Nigeria
pr11594_92,12,Nigeria
pr11594_92,14,Europa
pr11594_92,46,Drejø
pr11598_92,17,amerikansk
pr11598_92,35,Somalia
pr11599_92,1,Drejø
pr11599_92,1,høstgudstjeneste
pr11599_92,4,Skarø
pr11599_92,20,Somalia
pr11600_92,47,Palæstina
pr11601_92,2,Jerusalem
pr11601_92,34,–
pr11601_92,37,Drejø
pr11602_92,0,skt
pr11602_92,4,katolske
pr11602_92,25,Allehelgen
pr11603_92,23,Skarø
pr11603_92,25,Skarø
pr11603_92,40,Jerusalem
pr11605_92,1,Nyborg
pr11605_92,6,Drejø
pr11605_92,7,Søndersø
pr11606_92,21,Roskilde
pr11606_92,27,Middelalderen
pr11607_92,10,Påske
pr11607_92,18,Påske
pr11607_92,20,mulde
pr11608_92,4,Jerusalem
pr11608_92,11,Galilæa
pr11608_92,35,Syrien
pr11608_92,35,Afghanistan
pr11608_92,35,Irak
pr11609_92,2,Påske
pr11609_92,3,Danmark
pr11610_92,0,dansk
pr11610_92,1,Mars
pr11611_92,2,Fåborg
pr11611_92,2,Avernakø
pr11611_92,19,Gl
pr11611_92,22,trygheden
pr11611_92,42,Fore
pr11611_92,49,Norge
pr11613_92,12,Paradis
pr11614_92,37,Gethsemane
pr11615_92,4,.
pr11615_92,4,Sjællands
pr11615_92,10,Frankrig
pr11616_92,3,Skarø
pr11617_92,6,romerske
pr11619_92,0,mandags
pr11620_92,6,Galilæa
pr11620_92,11,amerikanske
pr11620_92,12,USA
pr11620_92,14,USA
pr11620_92,21,Europa
pr11623_92,15,Korsbæk
pr11623_92,51,Aastrup
pr11624_92,8,Hesselager
pr11625_92,9,Nørrebro
pr11625_92,9,København
pr11625_92,11,Jerusalem
pr11625_92,35,Ham
pr11628_92,24,Nazareth
pr11628_92,25,Nazareth
pr11628_92,37,jødisk
pr11629_92,0,Ribe
pr11630_92,13,dansk
pr11630_92,14,dansk
pr11630_92,14,dansk
pr11632_92,7,Ægypten
pr11632_92,7,Bosperusstrædet
pr11632_92,7,Gallien
pr11632_92,7,Britannia
pr11632_92,7,Hispania
pr11632_92,7,Mauretanien
pr11632_92,7,Kappadokien
pr11632_92,7,Syrien
pr11632_92,11,Nazareth
pr11632_92,11,Galilæa
pr11632_92,11,Judæa
pr11633_92,8,England
pr11633_92,8,Norden
pr11635_92,4,.
pr11635_92,4,Sjællands
pr11635_92,6,.
pr11635_92,10,Frankrig
pr11635_92,14,Hesselager
pr11636_92,13,danske
pr11636_92,27,irsk
pr11637_92,33,Esajas
pr11638_92,1,Jerusalem
pr11638_92,2,Roskilde
pr11638_92,2,Jerusalem
pr11638_92,4,Jerusalem
pr11638_92,40,Jerusalem
pr11639_92,21,Danmark
pr11640_88,15,Rom
pr11640_88,27,Ham
pr11640_88,73,tysk
pr11640_88,73,tysk
pr11641_88,32,Rom
pr11641_88,43,Ham
pr11641_88,45,tysk
pr11641_88,68,Rom
pr11642_88,63,Rom
pr11643_88,4,Danmark
pr11643_88,35,Ham
pr11643_88,43,Romerriget
pr11643_88,49,Ham
pr11643_88,68,Ham
pr11644_88,59,Ham
pr11644_88,71,Ham
pr11644_88,75,Ham
pr11644_88,79,Ham
pr11645_88,24,Ham
pr11645_88,31,Rom
pr11646_88,12,Ham
pr11646_88,29,Ham
pr11646_88,60,Rom
pr11647_88,55,Ham
pr11648_88,37,Israel
pr11649_88,22,Ham
pr11649_88,22,Ham
pr11649_88,36,Jerusalem
pr11649_88,36,Galilæa
pr11649_88,59,Ham
pr11649_88,59,Ham
pr11650_88,64,Ham
pr11650_88,74,Rom
pr11650_88,79,Rom
pr11650_88,82,Ham
pr11653_92,33,USA
pr11654_92,3,Stokkebækken
pr11654_92,51,riges
pr11655_92,1,Nyborg
pr11655_92,22,Tyrus
pr11655_92,22,Sidon
pr11655_92,39,Tyrus
pr11655_92,39,Sidon
pr11657_92,38,Holland
pr11657_92,38,London
pr11658_92,55,Holland
pr11658_92,55,London
pr11659_92,17,Jordan
pr11660_92,4,Palæstina
pr11660_92,9,Nigeria
pr11660_92,12,Nigeria
pr11660_92,14,Europa
pr11660_92,46,Drejø
pr11661_92,1,Danmark
pr11661_92,2,London
pr11661_92,2,Holland
pr11661_92,2,Nordvesttyskland
pr11661_92,2,Danmark
pr11661_92,3,London
pr11661_92,4,Holland
pr11661_92,4,Nordvesttyskland
pr11661_92,4,Danmark
pr11661_92,6,Danmark
pr11661_92,7,Hesselager
pr11661_92,11,Drejø
pr11661_92,14,Drejø
pr11661_92,18,tysk
pr11661_92,18,Tyskland
pr11663_92,6,Nordsverige
pr11664_92,6,aftensang
pr11664_92,6,Frelsers
pr11664_92,18,mesterligt
pr11665_92,19,Jyske
pr11665_92,60,Syrien
pr11667_92,4,Ringe
pr11668_92,5,Ringe
pr11668_92,13,Rom
pr11668_92,14,Rom
pr11668_92,42,Hesselager
pr11670_92,21,Jerusalem
pr11670_92,31,Middelalderen
pr11671_92,19,Jante
pr11671_92,20,protestantiske
pr11672_92,7,frankiske
pr11672_92,8,Irland
pr11672_92,11,Santiago
pr11672_92,16,Jerusalem
pr11672_92,16,Jeriko
pr11673_92,7,frankiske
pr11673_92,8,Irland
pr11673_92,11,Santiago
pr11673_92,16,Jerusalem
pr11673_92,16,Jeriko
pr11674_92,24,Australien
pr11675_92,3,Langeland
pr11676_92,3,Langeland
pr11677_92,2,hollandsk
pr11677_92,4,Berlin
pr11677_92,4,Berlin
pr11677_92,7,Tiergarten
pr11680_92,3,Langeland
pr11681_92,10,Kana
pr11681_92,10,Galilæa
pr11681_92,18,romersk
pr11682_92,9,Kana
pr11682_92,9,Galilæa
pr11682_92,35,Kana
pr11683_92,17,hjorten
pr11683_92,17,Libanon
pr11683_92,22,Flandern
pr11683_92,34,"San, Fransisco"
pr11683_92,44,Paradis
pr11684_92,15,hjorten
pr11684_92,15,Libanon
pr11684_92,33,Paradis
pr11685_92,1,Hesselager
pr11685_92,1,Svendborg
pr11685_92,9,svensk
pr11685_92,46,Allehelgen
pr11687_92,3,Ravenna
pr11687_92,3,Afrika
pr11687_92,3,Europa
pr11687_92,3,Bethlehem
pr11687_92,24,Bethlehem
pr11688_92,1,Hesselager
pr11688_92,2,Bethlehem
pr11688_92,5,Afrika
pr11688_92,5,Europa
pr11688_92,5,Bethlehem
pr11689_92,3,Ægypten
pr11689_92,3,Gallien
pr11689_92,3,Kappadokien
pr11689_92,3,Syrien
pr11689_92,7,Nazareth
pr11689_92,7,Galilæa
pr11689_92,7,Bethlehem
pr11689_92,7,Judæa
pr11691_92,8,Århus
pr11691_92,8,Kolding
pr11691_92,8,Flensborg
pr11695_92,3,jødisk
pr11695_92,12,Dannebrog
pr11695_92,21,Lade
pr11696_92,5,Jerusalem
pr11696_92,7,Ægypten
pr11696_92,8,Jerusalem
pr11696_92,10,Jerusalem
pr11696_92,14,Sønderjylland
pr11696_92,14,tysk
pr11696_92,14,dansk
pr11696_92,20,romersk
pr11696_92,20,Jerusalem
pr11696_92,20,Jerusalem
pr11696_92,24,Nordkorea
pr11696_92,26,Jerusalem
pr11696_92,26,Jerusalem
pr11696_92,27,Jaffa
pr11698_92,1,Danmark
pr11698_92,8,Jyske
pr11698_92,25,danske
pr11700_92,19,Galilæa
pr11700_92,61,Jerusalem
pr11703_92,32,X
pr11703_92,56,kræmmersjælen
pr11704_92,9,Palæstina
pr11704_92,19,Jerusalem
pr11704_92,39,Jerusalem
pr11705_92,10,Afrika
pr11705_92,11,Syrien
pr11706_92,2,Ægypten
pr11709_92,38,Nazareth
pr11709_92,62,Nazareth
pr11710_92,0,havetid
pr11710_92,4,Påske
pr11710_92,52,Fortroligheden
pr11710_92,66,Påske
pr11712_92,25,Sydafrika
pr11712_92,30,Frelsers
pr11713_92,3,Europa
pr11713_92,7,Europa
pr11713_92,15,Bosnien
pr11714_92,0,Fyens
pr11714_92,4,Odense
pr11714_92,6,Legoland
pr11714_92,6,København
pr11714_92,21,Danmark
pr11715_92,0,Israel
pr11716_92,30,amerikanske
pr11719_92,8,Maria
pr11720_92,60,jerusalem
pr11721_92,3,Ægypten
pr11721_92,3,Rom
pr11721_92,3,Vikingetiden
pr11721_92,3,Amerika
pr11722_92,20,Ægypten
pr11722_92,28,amerikansk
pr11722_92,31,Japan
pr11723_92,17,Afrika
pr11723_92,19,Gabon
pr11723_92,19,Vestafrika
pr11723_92,23,dansk
pr11724_92,2,Gethsemane
pr11724_92,17,–
pr11724_92,32,Testamente
pr11729_92,0,Bethesda
pr11729_92,43,Korsbæk
pr11729_92,79,Aastrup
pr11732_92,5,Everest
pr11735_92,6,Nigeria
pr11737_92,15,Danmark
pr11737_92,16,Amerika
pr11737_92,17,Amerika
pr11737_92,19,Amerika
pr11737_92,22,engelsk
pr11738_92,1,Vallensbæk
pr11738_92,9,Vallensbæk
pr11738_92,30,græske
pr11738_92,30,Tyrkiets
pr11738_92,32,Rom
pr11738_92,74,St
pr11738_92,74,Rom
pr11739_92,20,græske
pr11739_92,20,Tyrkiets
pr11739_92,22,Rom
pr11741_92,15,Israel
pr11743_92,8,Jerusalem
pr11743_92,8,Jerusalem
pr11743_92,23,Jerusalem
pr11743_92,24,Jerusalem
pr11745_92,21,Jerusalem
pr11745_92,21,Jerusalem
pr11746_92,3,Korinth
pr11747_92,13,Bethlehem
pr11748_92,19,Jerusalem
pr11748_92,19,Israel
pr11748_92,24,Bethlehem
pr11750_92,15,Tyskland
pr11750_92,17,Berlin
pr11750_92,39,Berlin
pr11751_92,1,Bethlehem
pr11752_92,60,Hesselager
pr11753_92,1,Nyborg
pr11755_92,1,kristen
pr11755_92,9,trinitatis
pr11756_92,8,Påske
pr11757_92,11,Påske
pr11757_92,24,Påske
pr11757_92,26,mulde
pr11764_92,47,Nazareth
pr11765_92,1,Jerusalem
pr11765_92,1,Lilleasien
pr11765_92,2,Grækenland
pr11765_92,2,Irland
pr11765_92,2,Vesteuropa
pr11765_92,5,Slesvig
pr11765_92,11,Danmarkshistorien
pr11765_92,11,Danmark
pr11765_92,11,Norge
pr11765_92,30,København
pr11765_92,39,Hesselager
pr11766_92,14,Siloa
pr11767_92,30,Jerusalem
pr11767_92,31,Jerusalem
pr11767_92,32,Jerusalem
pr11769_92,24,Tyrus
pr11769_92,24,Sidon
pr11769_92,39,Tyrus
pr11769_92,39,Sidon
pr11770_92,9,Jordan
pr11771_92,21,Bethlehem
pr11771_92,30,Norden
pr11772_92,1,Porto
pr11772_92,1,Portugal
pr11772_92,1,Finisterre
pr11772_92,1,Spanien
pr11772_92,1,Hesselager
pr11772_92,3,Porto
pr11772_92,3,Portugal
pr11772_92,3,Finisterre
pr11772_92,3,Spanien
pr11772_92,4,Leres
pr11772_92,4,Spanien
pr11773_92,0,Fyn
pr11773_92,0,Fyn
pr11773_92,2,Fyn
pr11773_92,7,Fyn
pr11773_92,28,Jericho
pr11774_92,22,Jericho
pr11775_92,9,sundhedsvæsnet
pr11775_92,13,"luthersk, evangeliske, danske"
pr11776_92,6,København
pr11776_92,11,Middelhavet
pr11776_92,12,Hjørring
pr11776_92,27,Afrika
pr11776_92,27,Syrien
pr11777_92,2,København
pr11777_92,10,Syrien
pr11778_92,1,Samaria
pr11778_92,1,Galilæa
pr11778_92,14,Galilæa
pr11778_92,14,Samaria
pr11778_92,24,svenske
pr11779_92,27,Israel
pr11780_92,5,Israel
pr11781_92,46,Ham
pr11785_92,40,”
pr11785_92,40,Oka
pr11785_92,40,”
pr11786_92,24,engelske
pr11787_92,1,Hesselager
pr11787_92,2,Hesselager
pr11787_92,62,engelske
pr11790_92,16,Jerusalem
pr11793_92,0,Hesselager
pr11793_92,1,Hesselager
pr11794_94,16,storcenter
pr11794_94,25,træningscenteret
pr11794_94,29,"næsteved, storcenter"
pr11794_94,41,storcenter
pr11794_94,49,"Næstved, storcenter"
pr11794_94,52,"Næsteved, storcenter"
pr11795_94,9,prag
pr11795_94,11,prag
pr11795_94,19,grækenland
pr11796_94,6,dansk
pr11796_94,10,USA
pr11797_94,66,detajlen
pr11798_94,8,Berlin
pr11798_94,52,trinitatis
pr11800_94,21,Telemarkos
pr11800_94,32,Israel
pr11801_95,66,Undergangen
pr11802_95,1,Adventstiden
pr11802_95,77,Israel
pr11802_95,77,Egypten
pr11803_95,1,Rom
pr11803_95,33,Anfægtelsen
pr11805_95,20,Nazaret
pr11805_95,20,Galilæa
pr11805_95,20,Betlehem
pr11805_95,20,Judæa
pr11806_95,13,rosengård
pr11806_95,104,rosengård
pr11807_95,9,Mars
pr11807_95,15,Rige
pr11808_95,48,Syrien
pr11808_95,49,Syrien
pr11809_95,2,Danmark
pr11809_95,9,Jyske
pr11809_95,17,Israel
pr11810_95,67,sofia
pr11810_95,83,Københavns
pr11811_95,12,Jerusalem
pr11812_95,0,Linköping
pr11812_95,0,Sverige
pr11812_95,2,Linköping
pr11812_95,37,Danmark
pr11813_95,9,Grækenland
pr11813_95,10,Danmark
pr11815_95,18,Grækenland
pr11815_95,84,Grækenland
pr11815_95,89,græsk
pr11816_95,24,Jerusalem
pr11821_95,65,Jerusalem
pr11821_95,73,USA
pr11821_95,85,Jerusalem
pr11821_95,105,Nazaret
pr11821_95,127,Jerusalem
pr11822_95,3,Jerusalem
pr11823_95,36,Israel
pr11823_95,43,Danmark
pr11824_95,21,Europa
pr11824_95,24,oldkirken
pr11825_95,27,Amerika
pr11825_95,27,Afghanistan
pr11825_95,39,uretfærdigheden
pr11826_95,4,Jerusalem
pr11826_95,24,Jerusalem
pr11826_95,57,Danmark
pr11826_95,76,Mer
pr11826_95,78,Mer
pr11827_95,25,Jerusalem
pr11827_95,52,Jerusalem
pr11827_95,59,Spanien
pr11827_95,60,Spanien
pr11827_95,82,Jerusalem
pr11829_95,18,Kana
pr11829_95,22,Kana
pr11829_95,62,Mexicanske
pr11829_95,66,Arizona
pr11829_95,66,Tunesien
pr11829_95,67,Australien
pr11830_95,31,græsk
pr11833_95,0,Boston
pr11833_95,72,tyske
pr11833_95,77,tyske
pr11834_95,4,Spanien
pr11834_95,4,Costa
pr11835_95,35,Rom
pr11836_95,0,australsk
pr11836_95,16,australske
pr11837_95,5,Egypten
pr11837_95,10,Egypten
pr11837_95,23,Minutviseren
pr11837_95,25,Egypten
pr11837_95,30,Romerriget
pr11837_95,39,Grækenland
pr11837_95,39,Romerriget
pr11837_95,43,Nazareth
pr11837_95,55,Egypten
pr11837_95,81,Cannes
pr11837_95,84,Egypten
pr11839_95,0,Grækenland
pr11839_95,2,Athen
pr11839_95,10,Akropolis
pr11839_95,19,forskningsverden
pr11839_95,64,Syndserkendelsen
pr11840_95,0,Norge
pr11840_95,1,Oslo
pr11840_95,23,Danmark
pr11840_95,32,Mellemøsten
pr11840_95,47,Norge
pr11840_95,84,norske
pr11841_95,8,romerske
pr11841_95,32,Babylon
pr11841_95,35,egyptiske
pr11841_95,41,Mithraisme
pr11841_95,41,persisk
pr11844_95,9,Syrien
pr11844_95,55,Danmark
pr11844_95,59,Danmark
pr11845_95,60,kommunistiske
pr11845_95,79,Europa
pr11847_95,2,Østberlin
pr11847_95,24,Kastrup
pr11847_95,47,hollandske
pr11847_95,97,Jeriko
pr11847_95,97,Jerusalem
pr11847_95,98,Jerusalem
pr11848_95,21,Tårnby
pr11848_95,43,Danmark
pr11848_95,59,dansk
pr11852_95,77,Tyskland
pr11852_95,80,Tyskland
pr11852_95,105,’
pr11853_95,26,Diakrisis
pr11853_95,66,Amerika
pr11854_95,11,Slovenien
pr11854_95,16,hvid
pr11854_95,26,Samaria
pr11855_95,33,USA
pr11855_95,33,Europa
pr11856_95,7,Paris
pr11856_95,122,dansk
pr11857_95,85,Epifanes
pr11858_95,0,Jerusalem
pr11858_95,0,Emmaus
pr11858_95,9,Jerusalem
pr11858_95,83,Jerusalem
pr11858_95,83,Emmaus
pr11859_95,17,Jerusalem
pr11859_95,22,"Davids, kongerige"
pr11859_95,22,Israel
pr11859_95,22,Romerriget
pr11859_95,27,Emmaus
pr11860_95,0,Jerusalem
pr11860_95,0,Emmaus
pr11860_95,15,Jerusalem
pr11860_95,21,"Davids, kongerige"
pr11860_95,21,Israel
pr11860_95,21,Romerriget
pr11862_95,43,Israel
pr11863_95,17,Jerusalem
